ensembl_base,gene_name,gene_ensembl,logFC,logCPM,F,PValue,FDR,comparison,cluster1,cluster2
ENSG00000158022,TRIM63,ENSG00000158022.7,-4.793618069191873,2.3572811289836197,669.7011735900319,1.3394219477386567e-95,2.6232696339614905e-93,Cluster2_vs_Cluster1,1,2
ENSG00000106772,PRUNE2,ENSG00000106772.18,-3.6274413222132686,3.7163490122159923,669.0096786490343,1.3556610606314115e-95,2.631986478323263e-93,Cluster2_vs_Cluster1,1,2
ENSG00000285155,AC092153.1,ENSG00000285155.1,-2.6985871133764197,-2.556850501697587,523.2525522413305,2.772188157864801e-95,5.335745258676501e-93,Cluster2_vs_Cluster1,1,2
ENSG00000086967,MYBPC2,ENSG00000086967.10,-5.524083509138677,5.263665728011149,664.9862174855326,3.3802159208647754e-95,6.4504342619784475e-93,Cluster2_vs_Cluster1,1,2
ENSG00000168427,KLHL30,ENSG00000168427.9,-3.5279053870015336,1.6605322381827166,665.1711131153538,5.060928162388203e-95,9.575876532342493e-93,Cluster2_vs_Cluster1,1,2
ENSG00000129170,CSRP3,ENSG00000129170.10,-6.23149962044896,4.882177714262744,660.9109444263275,1.1846782411087408e-94,2.222715217582761e-92,Cluster2_vs_Cluster1,1,2
ENSG00000124743,KLHL31,ENSG00000124743.6,-2.812972816421994,1.4684165283786774,652.0431596001505,9.676793096645623e-94,1.8004479955733902e-91,Cluster2_vs_Cluster1,1,2
ENSG00000143632,ACTA1,ENSG00000143632.14,-6.568222619227187,7.703171629055154,647.740704786947,1.2759675118240228e-93,2.3544236889665253e-91,Cluster2_vs_Cluster1,1,2
ENSG00000187616,MYMK,ENSG00000187616.5,-3.862142532057564,-1.1018000011634947,543.2607877999988,1.357330103557272e-93,2.4840253460756727e-91,Cluster2_vs_Cluster1,1,2
ENSG00000145358,DDIT4L,ENSG00000145358.6,-4.112544868216667,2.5578744088917698,645.1228137005771,4.396484976573578e-93,7.980513826988478e-91,Cluster2_vs_Cluster1,1,2
ENSG00000128591,FLNC,ENSG00000128591.16,-3.624588474080678,6.545344966645322,640.371001428934,6.3994153916313695e-93,1.1522560278141418e-90,Cluster2_vs_Cluster1,1,2
ENSG00000185271,KLHL33,ENSG00000185271.9,-2.9532302518066307,-1.4053401759313708,557.3974617603081,1.1000209423582534e-92,1.964813406402618e-90,Cluster2_vs_Cluster1,1,2
ENSG00000175564,UCP3,ENSG00000175564.13,-2.7021030827955768,0.8826156902619913,638.7595182643968,1.62502873445803e-92,2.879525123352733e-90,Cluster2_vs_Cluster1,1,2
ENSG00000224982,TMEM233,ENSG00000224982.4,-2.3240000447859055,-0.4012386875941238,621.3098160089048,3.390068840182539e-92,5.9598477948626415e-90,Cluster2_vs_Cluster1,1,2
ENSG00000108515,ENO3,ENSG00000108515.18,-3.8861533596752125,4.499625618133864,631.9287225095206,4.808858052620231e-92,8.388076073504055e-90,Cluster2_vs_Cluster1,1,2
ENSG00000158008,EXTL1,ENSG00000158008.10,-3.1181446443082663,-1.0624399102134439,544.2357077664145,1.7441346316815936e-89,3.018704955159298e-87,Cluster2_vs_Cluster1,1,2
ENSG00000163092,XIRP2,ENSG00000163092.21,-6.47409336338427,5.51756284671247,605.2354875462302,2.9856737754995274e-89,5.127779875813688e-87,Cluster2_vs_Cluster1,1,2
ENSG00000151320,AKAP6,ENSG00000151320.11,-2.885244401915093,3.5576397966885915,602.8980818787514,3.882845990573666e-89,6.617733010041088e-87,Cluster2_vs_Cluster1,1,2
ENSG00000036448,MYOM2,ENSG00000036448.10,-3.4360326569282513,2.9299391675338047,599.9201162090225,9.88529037421603e-89,1.6720369559478888e-86,Cluster2_vs_Cluster1,1,2
ENSG00000187550,SBK2,ENSG00000187550.9,-3.2875509622167973,-1.7645722216613768,493.11555823947896,2.7389561150433893e-88,4.597945351922839e-86,Cluster2_vs_Cluster1,1,2
ENSG00000111245,MYL2,ENSG00000111245.17,-6.018168926181471,5.501905508943489,591.4208394552824,6.6002481016662e-88,1.0997293982529944e-85,Cluster2_vs_Cluster1,1,2
ENSG00000118729,CASQ2,ENSG00000118729.12,-4.539534871900841,3.888222394582909,589.4234690303925,1.133996089897857e-87,1.87546153327033e-85,Cluster2_vs_Cluster1,1,2
ENSG00000130598,TNNI2,ENSG00000130598.16,-4.58044523991252,5.266467563817753,584.9387113325772,2.518595258752577e-87,4.1347556133947636e-85,Cluster2_vs_Cluster1,1,2
ENSG00000112183,RBM24,ENSG00000112183.15,-3.6449181411982656,1.8915400146977694,582.3543511361646,7.991981053990627e-87,1.302459569287947e-84,Cluster2_vs_Cluster1,1,2
ENSG00000004799,PDK4,ENSG00000004799.8,-3.496270903248355,3.7624982697346847,577.9743184920484,1.42255594230782e-86,2.3015511973845436e-84,Cluster2_vs_Cluster1,1,2
ENSG00000092054,MYH7,ENSG00000092054.13,-6.184504749541963,6.146819389517014,575.7363947476908,2.4242454636304925e-86,3.8939660767250363e-84,Cluster2_vs_Cluster1,1,2
ENSG00000133020,MYH8,ENSG00000133020.4,-5.0145678088443155,2.263230380699856,572.2015409122018,3.958258050424392e-86,6.3125733922732435e-84,Cluster2_vs_Cluster1,1,2
ENSG00000248713,C4orf54,ENSG00000248713.1,-4.032093655746901,1.3394259591828752,562.1418984106637,3.8692766627993394e-85,6.126903549668146e-83,Cluster2_vs_Cluster1,1,2
ENSG00000168334,XIRP1,ENSG00000168334.9,-4.057753740149017,3.8084923155468684,563.3396644726289,5.1421599728392563e-85,8.085141247435357e-83,Cluster2_vs_Cluster1,1,2
ENSG00000079393,DUSP13,ENSG00000079393.20,-3.533442803339215,1.3549818107456173,563.6732850733592,5.369468415809161e-85,8.383504987396581e-83,Cluster2_vs_Cluster1,1,2
ENSG00000067191,CACNB1,ENSG00000067191.16,-2.2295550630391427,3.2396960492203917,557.1998049611233,1.9896488555334744e-84,3.0849229164927695e-82,Cluster2_vs_Cluster1,1,2
ENSG00000129152,MYOD1,ENSG00000129152.4,-3.6911545045520273,-0.7433540632881741,499.2003982611497,2.792197082062357e-84,4.2994058104280166e-82,Cluster2_vs_Cluster1,1,2
ENSG00000114854,TNNC1,ENSG00000114854.8,-5.175493387538174,5.073676275288539,551.7322767394481,8.070034840024828e-84,1.2341073142002351e-81,Cluster2_vs_Cluster1,1,2
