ensembl_base,gene_name,gene_ensembl,logFC,logCPM,F,PValue,FDR,comparison,cluster1,cluster2
ENSG00000254924,AP000867.2,ENSG00000254924.2,3.3797373389619767,-1.1702889316927938,211.1437154008395,7.793869507067988e-33,3.965810809642967e-30,Cluster2_vs_Cluster1,1,2
ENSG00000259867,AC105411.1,ENSG00000259867.6,-3.0589293716751285,0.00803407747424717,257.29159790432874,9.780409364026003e-33,4.8635308382929306e-30,Cluster2_vs_Cluster1,1,2
ENSG00000255020,AF131216.3,ENSG00000255020.1,-4.584130720827283,-0.10622686719290562,214.16892624682038,1.0410758882510357e-32,5.0619423188739245e-30,Cluster2_vs_Cluster1,1,2
ENSG00000196917,HCAR1,ENSG00000196917.6,5.795341922695779,4.612192344149248,266.6321248961414,2.4684918392007795e-32,1.1741435096024578e-29,Cluster2_vs_Cluster1,1,2
ENSG00000224655,LINC01823,ENSG00000224655.7,-3.919089000684184,-0.7287277407880266,208.6723783266927,2.693722456946843e-32,1.2540137735744025e-29,Cluster2_vs_Cluster1,1,2
ENSG00000171234,UGT2B7,ENSG00000171234.14,-6.508153145431762,1.6748282249371278,205.82798785098754,4.844248094413037e-32,2.2081697563699425e-29,Cluster2_vs_Cluster1,1,2
ENSG00000171804,WDR87,ENSG00000171804.11,4.692805208279365,-0.5893891473512654,199.57262678321922,5.573352914255653e-32,2.4886726890594632e-29,Cluster2_vs_Cluster1,1,2
ENSG00000223802,CERS1,ENSG00000223802.8,4.231239367180196,1.2543607168438091,242.49751548695497,6.798986501208233e-32,2.9752364929287226e-29,Cluster2_vs_Cluster1,1,2
ENSG00000268297,CLEC4GP1,ENSG00000268297.1,-4.5019439409613895,-0.3159749690135384,201.25278853461532,9.158181099174551e-32,3.9290392637242976e-29,Cluster2_vs_Cluster1,1,2
ENSG00000118473,SGIP1,ENSG00000118473.22,-4.221460194765773,2.7992051318873483,256.66744886059644,1.274500127303664e-31,5.362704381808494e-29,Cluster2_vs_Cluster1,1,2
ENSG00000187889,FYB2,ENSG00000187889.13,-4.937217819855306,2.1297045821115126,248.30631230104552,1.5140035023012494e-31,6.25026351516063e-29,Cluster2_vs_Cluster1,1,2
ENSG00000250564,AC109454.3,ENSG00000250564.2,5.638352405581076,0.4540297146401858,193.55394453524616,2.399912487702816e-31,9.724089857581038e-29,Cluster2_vs_Cluster1,1,2
ENSG00000086159,AQP6,ENSG00000086159.13,5.161816645687915,1.680564687312797,223.87689162621237,2.9990600622497513e-31,1.1930806211277193e-28,Cluster2_vs_Cluster1,1,2
ENSG00000178125,PPP1R42,ENSG00000178125.14,3.2544656545239836,-1.1884695461605346,196.02774082738287,4.73327882904522e-31,1.8493596567769539e-28,Cluster2_vs_Cluster1,1,2
ENSG00000288047,AP001994.3,ENSG00000288047.1,7.170676646175649,0.7475605527605435,218.60264247811895,4.9228329072278655e-31,1.8896769124586963e-28,Cluster2_vs_Cluster1,1,2
ENSG00000123569,H2BW1,ENSG00000123569.8,4.707898051907378,-1.3505657999426421,208.16443527326138,5.255260867121846e-31,1.9825018581487238e-28,Cluster2_vs_Cluster1,1,2
ENSG00000101812,H2BW2,ENSG00000101812.14,4.293380900380424,-0.6627655124857517,190.8508338443422,5.868181348133703e-31,2.1762001338502616e-28,Cluster2_vs_Cluster1,1,2
ENSG00000173157,ADAMTS20,ENSG00000173157.17,5.844656417790405,1.965433214265247,210.53481494877218,6.859689755594502e-31,2.5015001975401282e-28,Cluster2_vs_Cluster1,1,2
ENSG00000100095,SEZ6L,ENSG00000100095.19,-5.671978940393424,1.762204198711905,217.01179519864235,8.364381187457557e-31,3.0002075472388746e-28,Cluster2_vs_Cluster1,1,2
ENSG00000223760,MED15P9,ENSG00000223760.4,5.56165936597354,3.3540124794679684,239.14779307277203,1.0252897248493188e-30,3.6182805128553376e-28,Cluster2_vs_Cluster1,1,2
ENSG00000271709,AC017033.1,ENSG00000271709.1,-5.849265384633827,1.037736812616743,192.04985821697812,1.3575972053540582e-30,4.714956643356634e-28,Cluster2_vs_Cluster1,1,2
ENSG00000140795,MYLK3,ENSG00000140795.13,3.030708703117351,0.32044356018402625,229.14926410735256,1.5557064158727273e-30,5.318571309264886e-28,Cluster2_vs_Cluster1,1,2
ENSG00000261671,AL158211.1,ENSG00000261671.1,3.331697404476158,1.5976520015378814,237.366564375318,2.193597176811199e-30,7.383985573635237e-28,Cluster2_vs_Cluster1,1,2
ENSG00000230825,AC005532.1,ENSG00000230825.2,-2.9070319497167394,-1.3238738022306495,196.37306500544364,2.346666130519661e-30,7.7795537781469965e-28,Cluster2_vs_Cluster1,1,2
ENSG00000214888,AL772337.1,ENSG00000214888.3,8.912749352354936,2.763102673343961,196.19594507795,3.409611618328047e-30,1.1134671971495173e-27,Cluster2_vs_Cluster1,1,2
ENSG00000104213,PDGFRL,ENSG00000104213.13,4.8155437252182,6.021539521445929,235.06009440907985,3.779128590502301e-30,1.2159901994145638e-27,Cluster2_vs_Cluster1,1,2
ENSG00000162643,DNAI3,ENSG00000162643.13,-3.0428449092762766,0.33022340500612263,227.20193917248272,5.2614515603164824e-30,1.668413915068473e-27,Cluster2_vs_Cluster1,1,2
ENSG00000104059,FAM189A1,ENSG00000104059.4,-5.150704031152802,0.8687037644825535,194.82510702573433,1.1469376425788732e-29,3.584999374232249e-27,Cluster2_vs_Cluster1,1,2
ENSG00000287861,AL137001.2,ENSG00000287861.1,10.637986182712863,3.6562146912058644,232.37917075868356,1.2187866411383171e-29,3.7559227757896314e-27,Cluster2_vs_Cluster1,1,2
ENSG00000235725,AC007389.2,ENSG00000235725.1,4.082927760126388,-0.6037940598104274,181.30082042004975,1.2363596326943351e-29,3.757159550465563e-27,Cluster2_vs_Cluster1,1,2
ENSG00000204572,KRTAP5-10,ENSG00000204572.10,3.7960295651163394,1.5062051321176904,222.642943817673,1.4725178026507213e-29,4.4135191126024364e-27,Cluster2_vs_Cluster1,1,2
ENSG00000267097,SLC14A2-AS1,ENSG00000267097.1,-3.700514206474896,-0.574074836743816,190.29700254767334,1.5005974284803056e-29,4.436901585830958e-27,Cluster2_vs_Cluster1,1,2
ENSG00000187244,BCAM,ENSG00000187244.12,3.9557450782536834,8.829680274843442,226.5223798126361,1.5982362394739646e-29,4.662587855958713e-27,Cluster2_vs_Cluster1,1,2
ENSG00000260677,AL445531.1,ENSG00000260677.1,-3.6213133422868857,-1.0124983776777852,181.82743850380558,1.7104675007442474e-29,4.924345910037386e-27,Cluster2_vs_Cluster1,1,2
ENSG00000166159,LRTM2,ENSG00000166159.11,-7.570034356924636,4.498359494290633,218.5432380643203,1.7852796498094001e-29,5.072976459458399e-27,Cluster2_vs_Cluster1,1,2
ENSG00000196104,SPOCK3,ENSG00000196104.11,6.375643539435578,3.664455803340499,217.39661522291522,1.8796090543934454e-29,5.272544373093408e-27,Cluster2_vs_Cluster1,1,2
ENSG00000092758,COL9A3,ENSG00000092758.18,5.479350466165647,6.491033631690268,223.79097116866157,2.691366840655632e-29,7.420345513875235e-27,Cluster2_vs_Cluster1,1,2
ENSG00000254533,AF186192.1,ENSG00000254533.1,3.7870685187462683,-0.6762550920571082,180.86277055509788,2.7131062207953325e-29,7.420345513875235e-27,Cluster2_vs_Cluster1,1,2
ENSG00000286426,AC090936.1,ENSG00000286426.1,5.317079815836393,-1.6167446293447738,237.7508045725593,3.2436704279798573e-29,8.761914686938182e-27,Cluster2_vs_Cluster1,1,2
ENSG00000260583,AP000223.1,ENSG00000260583.1,2.445391651809994,-0.7696852268522095,200.92481288645607,3.941035089698743e-29,1.0515835093001036e-26,Cluster2_vs_Cluster1,1,2
ENSG00000184163,C1QTNF12,ENSG00000184163.3,4.942555343915787,4.539195285188478,221.08376340222037,4.8357511629425355e-29,1.2747739210262973e-26,Cluster2_vs_Cluster1,1,2
ENSG00000170465,KRT6C,ENSG00000170465.10,-6.814813625069817,3.2356061742032716,203.87980550787358,5.917468011646699e-29,1.5413595249384498e-26,Cluster2_vs_Cluster1,1,2
ENSG00000234423,LINC01250,ENSG00000234423.2,-4.973352706336664,0.34324323539852664,179.4484556428102,6.660003123929687e-29,1.7143631570774301e-26,Cluster2_vs_Cluster1,1,2
ENSG00000272824,AC245100.6,ENSG00000272824.1,3.084099174558034,-1.4751251179690044,174.40335226312175,6.82084064871314e-29,1.735348760393529e-26,Cluster2_vs_Cluster1,1,2
ENSG00000172971,UNC93B3,ENSG00000172971.7,2.935893154014608,-1.4253706729699607,175.7167914949636,8.763556852171285e-29,2.203984183051813e-26,Cluster2_vs_Cluster1,1,2
ENSG00000231437,LINC01750,ENSG00000231437.3,-4.242331176723399,0.006209968881337864,184.73968172807645,1.171536632748475e-28,2.9128660823337085e-26,Cluster2_vs_Cluster1,1,2
ENSG00000101890,GUCY2F,ENSG00000101890.5,-5.129387610456077,0.9346847638349465,186.2506424322016,1.3515556934441996e-28,3.3227009632088865e-26,Cluster2_vs_Cluster1,1,2
ENSG00000176204,LRRTM4,ENSG00000176204.13,4.774144916087679,-0.2982211784093521,169.53419013992047,1.5081433892040465e-28,3.6664641506427263e-26,Cluster2_vs_Cluster1,1,2
ENSG00000164411,GJB7,ENSG00000164411.12,4.791818098023521,1.3640140794757687,192.4306615836155,2.362316368796213e-28,5.6799430933254e-26,Cluster2_vs_Cluster1,1,2
ENSG00000236956,NF1P8,ENSG00000236956.2,6.774108836716872,0.9289376812132218,171.25290544629797,3.186157550351114e-28,7.577513826269823e-26,Cluster2_vs_Cluster1,1,2
ENSG00000102468,HTR2A,ENSG00000102468.11,-3.9986590585800585,1.5586048629443312,206.42427092888713,4.3470124621122015e-28,1.0227164803334943e-25,Cluster2_vs_Cluster1,1,2
ENSG00000275024,AC005383.1,ENSG00000275024.1,3.650017690789924,-0.35306060952929263,176.578126110833,4.68178025208498e-28,1.0818037171287074e-25,Cluster2_vs_Cluster1,1,2
ENSG00000274370,AC130371.2,ENSG00000274370.1,3.4896173276286158,0.5700232058483965,196.38630779149895,4.69704538972702e-28,1.0818037171287074e-25,Cluster2_vs_Cluster1,1,2
ENSG00000267284,AC022031.2,ENSG00000267284.2,5.732489595466293,1.8363843230173862,180.67328135708456,5.004741118894222e-28,1.1406639133479746e-25,Cluster2_vs_Cluster1,1,2
ENSG00000237281,CATIP-AS2,ENSG00000237281.1,3.603347797639444,-2.1956389354531347,172.148138426942,6.8786607289262085e-28,1.5515989355557262e-25,Cluster2_vs_Cluster1,1,2
ENSG00000159712,ANKRD18CP,ENSG00000159712.10,-2.9377504349631227,-1.1584356071027317,175.84261195698892,7.7127583524816565e-28,1.7219913546152923e-25,Cluster2_vs_Cluster1,1,2
ENSG00000230333,AC004160.1,ENSG00000230333.6,-2.9270787753325047,-0.5607033470724824,187.254560216696,1.0523173445145829e-27,2.3257276260584924e-25,Cluster2_vs_Cluster1,1,2
ENSG00000258932,AL390334.1,ENSG00000258932.5,4.9764320362447485,-0.9421543692870938,170.1511675974053,1.0924206576305723e-27,2.3902163988956926e-25,Cluster2_vs_Cluster1,1,2
ENSG00000197646,PDCD1LG2,ENSG00000197646.8,-3.092383252278954,3.215967809083656,203.3854768225383,1.1525972070146284e-27,2.496913553413868e-25,Cluster2_vs_Cluster1,1,2
ENSG00000204682,MIR1915HG,ENSG00000204682.8,2.511241725524019,2.9902157727313057,203.09278043912494,1.2147467479433798e-27,2.6057508671569753e-25,Cluster2_vs_Cluster1,1,2
ENSG00000171462,DLK2,ENSG00000171462.15,3.271307919553732,4.12977668546181,199.56144385596556,2.2876724644922523e-27,4.859638206125289e-25,Cluster2_vs_Cluster1,1,2
ENSG00000134215,VAV3,ENSG00000134215.16,-2.452946045474541,4.9636944120497155,198.84298881696557,2.5133310835711344e-27,5.287661933513118e-25,Cluster2_vs_Cluster1,1,2
ENSG00000164764,SBSPON,ENSG00000164764.11,4.309620363591549,5.052257544535949,197.8403535753084,3.182193746619153e-27,6.631085635812102e-25,Cluster2_vs_Cluster1,1,2
ENSG00000229116,AL137026.1,ENSG00000229116.3,-3.952704319697926,-0.8822606266632287,159.30244394435994,3.5912183521356116e-27,7.412816749502564e-25,Cluster2_vs_Cluster1,1,2
ENSG00000286948,AP000867.5,ENSG00000286948.1,3.1432470520188356,-1.4732267688932343,157.90046432504855,5.5769589539620736e-27,1.1404099244176651e-24,Cluster2_vs_Cluster1,1,2
ENSG00000196604,POTEF,ENSG00000196604.13,5.109314654583453,0.9693596582648052,166.29567712186412,6.014992895920243e-27,1.2185930052105084e-24,Cluster2_vs_Cluster1,1,2
ENSG00000256218,AC007848.2,ENSG00000256218.1,4.341500660902102,-1.4306839643437768,160.7564540298948,7.993788582872798e-27,1.6046247173693288e-24,Cluster2_vs_Cluster1,1,2
ENSG00000205863,C1QTNF9B,ENSG00000205863.11,5.969395940088643,1.7334761078555279,163.56876089080407,8.607393300144267e-27,1.712088776428696e-24,Cluster2_vs_Cluster1,1,2
ENSG00000164440,TXLNB,ENSG00000164440.15,-2.8871840405973064,3.366121482475376,191.95807197920004,9.950223370439427e-27,1.961359345452384e-24,Cluster2_vs_Cluster1,1,2
ENSG00000287860,AC079804.3,ENSG00000287860.1,-4.337191275438124,-0.17777410445228467,161.75243096479684,1.0218849130515105e-26,1.9963251694256293e-24,Cluster2_vs_Cluster1,1,2
