chaperone_ensembl,chaperone_gene_name,chaperone_uniprot,interactor_ensembl,interactor_gene_name,interactor_uniprot
ENSG00000096384,HSP90AB1,P08238,ENSG00000154832,CXXC1,Q9P0U4
ENSG00000096384,HSP90AB1,P08238,ENSG00000110042,DTX4,Q9Y2E6
ENSG00000096384,HSP90AB1,P08238,ENSG00000171617,ENC1,O14682
ENSG00000096384,HSP90AB1,P08238,ENSG00000161040,FBXL13,Q8NEE6
ENSG00000096384,HSP90AB1,P08238,ENSG00000107872,FBXL15,Q9H469
ENSG00000096384,HSP90AB1,P08238,ENSG00000005812,FBXL3,Q9UKT7
ENSG00000096384,HSP90AB1,P08238,ENSG00000283104,SARS2,Q9NP81
ENSG00000096384,HSP90AB1,P08238,ENSG00000151876,FBXO4,Q9UKT5
ENSG00000096384,HSP90AB1,P08238,ENSG00000116663,FBXO6,Q9NRD1
ENSG00000096384,HSP90AB1,P08238,ENSG00000112146,FBXO9,Q9UK97
ENSG00000096384,HSP90AB1,P08238,ENSG00000159069,FBXW5,Q969U6
ENSG00000096384,HSP90AB1,P08238,ENSG00000092140,G2E3,Q7L622
ENSG00000096384,HSP90AB1,P08238,ENSG00000148634,HERC4,Q5GLZ8
ENSG00000096384,HSP90AB1,P08238,ENSG00000127483,HP1BP3,Q5SSJ5
ENSG00000096384,HSP90AB1,P08238,ENSG00000284900,KBTBD4,Q9NVX7
ENSG00000096384,HSP90AB1,P08238,ENSG00000151079,KCNA6,P17658
ENSG00000096384,HSP90AB1,P08238,ENSG00000026559,KCNG1,Q9UIX4
ENSG00000096384,HSP90AB1,P08238,ENSG00000170745,KCNS3,Q9BQ31
ENSG00000096384,HSP90AB1,P08238,ENSG00000119682,AREL1,O15033
ENSG00000096384,HSP90AB1,P08238,ENSG00000003096,KLHL13,Q9P2N7
ENSG00000096384,HSP90AB1,P08238,ENSG00000186231,KLHL32,Q96NJ5
ENSG00000096384,HSP90AB1,P08238,ENSG00000107929,LARP4B,Q92615
ENSG00000096384,HSP90AB1,P08238,ENSG00000072201,LNX1,Q8TBB1
ENSG00000096384,HSP90AB1,P08238,ENSG00000197063,MAFG,O15525
ENSG00000096384,HSP90AB1,P08238,ENSG00000139266,MARCHF9,Q86YJ5
ENSG00000096384,HSP90AB1,P08238,ENSG00000170322,NFRKB,Q6P4R8
ENSG00000096384,HSP90AB1,P08238,ENSG00000187566,NHLRC1,Q6VVB1
ENSG00000096384,HSP90AB1,P08238,ENSG00000156374,PCGF6,Q9BYE7
ENSG00000096384,HSP90AB1,P08238,ENSG00000165917,RAPSN,Q13702
ENSG00000096384,HSP90AB1,P08238,ENSG00000136144,RCBTB1,Q8NDN9
ENSG00000096384,HSP90AB1,P08238,ENSG00000136161,RCBTB2,O95199
ENSG00000096384,HSP90AB1,P08238,ENSG00000168411,RFWD3,Q6PCD5
ENSG00000096384,HSP90AB1,P08238,ENSG00000182901,RGS7,P49802
ENSG00000096384,HSP90AB1,P08238,ENSG00000108370,RGS9,O75916
ENSG00000096384,HSP90AB1,P08238,ENSG00000022840,RNF10,Q8N5U6
ENSG00000096384,HSP90AB1,P08238,ENSG00000116514,RNF19B,Q6ZMZ0
ENSG00000096384,HSP90AB1,P08238,ENSG00000103549,RNF40,O75150
ENSG00000096384,HSP90AB1,P08238,ENSG00000159263,SIM2,Q14190
ENSG00000096384,HSP90AB1,P08238,ENSG00000172716,SLFN11,Q7Z7L1
ENSG00000096384,HSP90AB1,P08238,ENSG00000170677,SOCS6,O14544
ENSG00000096384,HSP90AB1,P08238,ENSG00000162032,SPSB3,Q6PJ21
ENSG00000096384,HSP90AB1,P08238,ENSG00000277104,TADA2A,O75478
ENSG00000096384,HSP90AB1,P08238,ENSG00000122145,TBX22,Q9Y458
ENSG00000096384,HSP90AB1,P08238,ENSG00000183434,TFDP3,Q5H9I0
ENSG00000096384,HSP90AB1,P08238,ENSG00000176946,THAP4,Q8WY91
ENSG00000096384,HSP90AB1,P08238,ENSG00000146063,TRIM41,Q8WV44
ENSG00000096384,HSP90AB1,P08238,ENSG00000169871,TRIM56,Q9BRZ2
ENSG00000096384,HSP90AB1,P08238,ENSG00000104142,VPS18,Q9P253
ENSG00000096384,HSP90AB1,P08238,ENSG00000006715,VPS41,P49754
ENSG00000096384,HSP90AB1,P08238,ENSG00000168826,ZBTB49,Q6ZSB9
ENSG00000096384,HSP90AB1,P08238,ENSG00000185252,ZNF74,Q16587
ENSG00000096384,HSP90AB1,P08238,ENSG00000162692,VCAM1,P19320
ENSG00000096384,HSP90AB1,P08238,ENSG00000120694,HSPH1,Q92598
ENSG00000096384,HSP90AB1,P08238,ENSG00000102144,PGK1,P00558
ENSG00000096384,HSP90AB1,P08238,ENSG00000149925,ALDOA,P04075
ENSG00000096384,HSP90AB1,P08238,ENSG00000100714,MTHFD1,P11586
ENSG00000096384,HSP90AB1,P08238,ENSG00000090861,AARS1,P49588
ENSG00000096384,HSP90AB1,P08238,ENSG00000147677,EIF3H,O15372
ENSG00000096384,HSP90AB1,P08238,ENSG00000149100,EIF3M,Q7L2H7
ENSG00000096384,HSP90AB1,P08238,ENSG00000204356,NELFE,P18615
ENSG00000096384,HSP90AB1,P08238,ENSG00000273761,DDX24,Q9GZR7
ENSG00000096384,HSP90AB1,P08238,ENSG00000096401,CDC5L,Q99459
ENSG00000106211,HSPB1,P04792,ENSG00000116478,HDAC1,Q13547
ENSG00000106211,HSPB1,P04792,ENSG00000160691,SHC1,P29353
ENSG00000106211,HSPB1,P04792,ENSG00000030110,BAK1,Q16611
ENSG00000106211,HSPB1,P04792,ENSG00000169057,MECP2,P51608
ENSG00000106211,HSPB1,P04792,ENSG00000127616,SMARCA4,P51532
ENSG00000106211,HSPB1,P04792,ENSG00000100764,PSMC1,P62191
ENSG00000106211,HSPB1,P04792,ENSG00000173692,PSMD1,Q99460
ENSG00000106211,HSPB1,P04792,ENSG00000167996,FTH1,P02794
ENSG00000096384,HSP90AB1,P08238,ENSG00000167553,TUBA1C,Q9BQE3
ENSG00000096384,HSP90AB1,P08238,ENSG00000177606,JUN,P05412
ENSG00000096384,HSP90AB1,P08238,ENSG00000128513,POT1,Q9NUX5
ENSG00000096384,HSP90AB1,P08238,ENSG00000145388,METTL14,Q9HCE5
ENSG00000096384,HSP90AB1,P08238,ENSG00000126070,AGO3,Q9H9G7
ENSG00000096384,HSP90AB1,P08238,ENSG00000102010,BMX,P51813
ENSG00000096384,HSP90AB1,P08238,ENSG00000105723,GSK3A,P49840
ENSG00000096384,HSP90AB1,P08238,ENSG00000263528,IKBKE,Q14164
ENSG00000096384,HSP90AB1,P08238,ENSG00000168283,BMI1,P35226
ENSG00000096384,HSP90AB1,P08238,ENSG00000092445,TYRO3,Q06418
ENSG00000096384,HSP90AB1,P08238,ENSG00000104814,MAP4K1,Q92918
ENSG00000096384,HSP90AB1,P08238,ENSG00000086232,EIF2AK1,Q9BQI3
ENSG00000096384,HSP90AB1,P08238,ENSG00000037280,FLT4,P35916
ENSG00000096384,HSP90AB1,P08238,ENSG00000143322,ABL2,P42684
ENSG00000096384,HSP90AB1,P08238,ENSG00000113712,CSNK1A1,P48729
ENSG00000096384,HSP90AB1,P08238,ENSG00000115694,STK25,O00506
ENSG00000096384,HSP90AB1,P08238,ENSG00000078061,ARAF,P10398
ENSG00000096384,HSP90AB1,P08238,ENSG00000151422,FER,P16591
ENSG00000096384,HSP90AB1,P08238,ENSG00000113263,ITK,Q08881
ENSG00000096384,HSP90AB1,P08238,ENSG00000166333,ILK,Q13418
ENSG00000096384,HSP90AB1,P08238,ENSG00000170296,GABARAP,O95166
ENSG00000096384,HSP90AB1,P08238,ENSG00000148795,CYP17A1,P05093
ENSG00000096384,HSP90AB1,P08238,ENSG00000070770,CSNK2A2,P19784
ENSG00000096384,HSP90AB1,P08238,ENSG00000117394,SLC2A1,P11166
ENSG00000096384,HSP90AB1,P08238,ENSG00000188229,TUBB4B,P68371
ENSG00000096384,HSP90AB1,P08238,ENSG00000126934,MAP2K2,P36507
ENSG00000096384,HSP90AB1,P08238,ENSG00000213341,CHUK,O15111
ENSG00000096384,HSP90AB1,P08238,ENSG00000105810,CDK6,Q00534
ENSG00000096384,HSP90AB1,P08238,ENSG00000074800,ENO1,P06733
ENSG00000096384,HSP90AB1,P08238,ENSG00000119638,NEK9,Q8TD19
ENSG00000096384,HSP90AB1,P08238,ENSG00000112079,STK38,Q15208
ENSG00000096384,HSP90AB1,P08238,ENSG00000127334,DYRK2,Q92630
ENSG00000096384,HSP90AB1,P08238,ENSG00000134070,IRAK2,O43187
ENSG00000096384,HSP90AB1,P08238,ENSG00000090376,IRAK3,Q9Y616
ENSG00000096384,HSP90AB1,P08238,ENSG00000168067,MAP4K2,Q12851
ENSG00000096384,HSP90AB1,P08238,ENSG00000030304,MUSK,O15146
ENSG00000096384,HSP90AB1,P08238,ENSG00000115687,PASK,Q96RG2
ENSG00000096384,HSP90AB1,P08238,ENSG00000292210,PIM2,Q9P1W9
ENSG00000096384,HSP90AB1,P08238,ENSG00000126583,PRKCG,P05129
ENSG00000096384,HSP90AB1,P08238,ENSG00000027075,PRKCH,P24723
ENSG00000096384,HSP90AB1,P08238,ENSG00000072133,RPS6KA6,Q9UK32
ENSG00000096384,HSP90AB1,P08238,ENSG00000136643,RPS6KC1,Q96S38
ENSG00000096384,HSP90AB1,P08238,ENSG00000184343,SRPK3,Q9UPE1
ENSG00000096384,HSP90AB1,P08238,ENSG00000211455,STK38L,Q9Y2H1
ENSG00000096384,HSP90AB1,P08238,ENSG00000123612,ACVR1C,Q8NER5
ENSG00000096384,HSP90AB1,P08238,ENSG00000073331,ALPK1,Q96QP1
ENSG00000096384,HSP90AB1,P08238,ENSG00000170390,DCLK2,Q8N568
ENSG00000096384,HSP90AB1,P08238,ENSG00000111816,FRK,P42685
ENSG00000096384,HSP90AB1,P08238,ENSG00000171435,KSR2,Q6VAB6
ENSG00000096384,HSP90AB1,P08238,ENSG00000139625,MAP3K12,Q12852
ENSG00000096384,HSP90AB1,P08238,ENSG00000086015,MAST2,Q6P0Q8
ENSG00000096384,HSP90AB1,P08238,ENSG00000138669,PRKG2,Q13237
ENSG00000096384,HSP90AB1,P08238,ENSG00000066056,TIE1,P35590
ENSG00000096384,HSP90AB1,P08238,ENSG00000172315,TP53RK,Q96S44
ENSG00000096384,HSP90AB1,P08238,ENSG00000162772,ATF3,P18847
ENSG00000096384,HSP90AB1,P08238,ENSG00000134452,FBH1,Q8NFZ0
ENSG00000096384,HSP90AB1,P08238,ENSG00000111206,FOXM1,Q08050
ENSG00000096384,HSP90AB1,P08238,ENSG00000128573,FOXP2,O15409
ENSG00000096384,HSP90AB1,P08238,ENSG00000168310,IRF2,P14316
ENSG00000096384,HSP90AB1,P08238,ENSG00000130037,KCNA5,P22460
ENSG00000096384,HSP90AB1,P08238,ENSG00000148356,LRSAM1,Q6UWE0
ENSG00000096384,HSP90AB1,P08238,ENSG00000141905,NFIC,P08651
ENSG00000096384,HSP90AB1,P08238,ENSG00000143257,NR1I3,Q14994
ENSG00000096384,HSP90AB1,P08238,ENSG00000177463,NR2C2,P49116
ENSG00000096384,HSP90AB1,P08238,ENSG00000166349,RAG1,P15918
ENSG00000096384,HSP90AB1,P08238,ENSG00000182732,RGS6,P49758
ENSG00000096384,HSP90AB1,P08238,ENSG00000157450,RNF111,Q6ZNA4
ENSG00000096384,HSP90AB1,P08238,ENSG00000156463,SH3RF2,Q8TEC5
ENSG00000096384,HSP90AB1,P08238,ENSG00000170581,STAT2,P52630
ENSG00000096384,HSP90AB1,P08238,ENSG00000204613,TRIM10,Q9UDY6
ENSG00000096384,HSP90AB1,P08238,ENSG00000162931,TRIM17,Q9Y577
ENSG00000096384,HSP90AB1,P08238,ENSG00000152503,TRIM36,Q9NQ86
ENSG00000096384,HSP90AB1,P08238,ENSG00000108395,TRIM37,O94972
ENSG00000096384,HSP90AB1,P08238,ENSG00000146054,TRIM7,Q9C029
ENSG00000096384,HSP90AB1,P08238,ENSG00000123124,WWP1,Q9H0M0
ENSG00000096384,HSP90AB1,P08238,ENSG00000116809,ZBTB17,Q13105
ENSG00000096384,HSP90AB1,P08238,ENSG00000181722,ZBTB20,Q9HC78
ENSG00000096384,HSP90AB1,P08238,ENSG00000111640,GAPDH,P04406
ENSG00000096384,HSP90AB1,P08238,ENSG00000169710,FASN,P49327
ENSG00000096384,HSP90AB1,P08238,ENSG00000197694,SPTAN1,Q13813
ENSG00000096384,HSP90AB1,P08238,ENSG00000137497,NUMA1,Q14980
ENSG00000096384,HSP90AB1,P08238,ENSG00000072110,ACTN1,P12814
ENSG00000096384,HSP90AB1,P08238,ENSG00000089157,RPLP0,P05388
ENSG00000096384,HSP90AB1,P08238,ENSG00000142875,PRKACB,P22694
ENSG00000096384,HSP90AB1,P08238,ENSG00000173020,GRK2,P25098
ENSG00000096384,HSP90AB1,P08238,ENSG00000166913,YWHAB,P31946
ENSG00000096384,HSP90AB1,P08238,ENSG00000100603,SNW1,Q13573
ENSG00000096384,HSP90AB1,P08238,ENSG00000198821,CD247,P20963
ENSG00000144381,HSPD1,P10809,ENSG00000101266,CSNK2A1,P68400
ENSG00000100209,HSCB,Q8IWL3,ENSG00000100030,MAPK1,P28482
ENSG00000106211,HSPB1,P04792,ENSG00000163636,PSMD6,Q15008
ENSG00000106211,HSPB1,P04792,ENSG00000080815,PSEN1,P49768
ENSG00000106211,HSPB1,P04792,ENSG00000149269,PAK1,Q13153
ENSG00000106211,HSPB1,P04792,ENSG00000105974,CAV1,Q03135
ENSG00000106211,HSPB1,P04792,ENSG00000137275,RIPK1,Q13546
ENSG00000106211,HSPB1,P04792,ENSG00000182866,LCK,P06239
ENSG00000106211,HSPB1,P04792,ENSG00000132155,RAF1,P04049
ENSG00000106211,HSPB1,P04792,ENSG00000169032,MAP2K1,Q02750
ENSG00000106211,HSPB1,P04792,ENSG00000100519,PSMC6,P62333
ENSG00000106211,HSPB1,P04792,ENSG00000134419,RPS15A,P62244
ENSG00000106211,HSPB1,P04792,ENSG00000100387,RBX1,P62877
ENSG00000106211,HSPB1,P04792,ENSG00000126067,PSMB2,P49721
ENSG00000106211,HSPB1,P04792,ENSG00000100902,PSMA6,P60900
ENSG00000106211,HSPB1,P04792,ENSG00000100567,PSMA3,P25788
ENSG00000106211,HSPB1,P04792,ENSG00000168028,RPSA,P08865
ENSG00000096384,HSP90AB1,P08238,ENSG00000131462,TUBG1,P23258
ENSG00000096384,HSP90AB1,P08238,ENSG00000147601,TERF1,P54274
ENSG00000096384,HSP90AB1,P08238,ENSG00000258947,TUBB3,Q13509
ENSG00000096384,HSP90AB1,P08238,ENSG00000116701,NCF2,P19878
ENSG00000096384,HSP90AB1,P08238,ENSG00000141480,ARRB2,P32121
ENSG00000096384,HSP90AB1,P08238,ENSG00000165819,METTL3,Q86U44
ENSG00000096384,HSP90AB1,P08238,ENSG00000055130,CUL1,Q13616
ENSG00000096384,HSP90AB1,P08238,ENSG00000176105,YES1,P07947
ENSG00000096384,HSP90AB1,P08238,ENSG00000185338,SOCS1,O15524
ENSG00000096384,HSP90AB1,P08238,ENSG00000103653,CSK,P41240
ENSG00000096384,HSP90AB1,P08238,ENSG00000101213,PTK6,Q13882
ENSG00000096384,HSP90AB1,P08238,ENSG00000239672,NME1,P15531
ENSG00000096384,HSP90AB1,P08238,ENSG00000167085,PHB1,P35232
ENSG00000096384,HSP90AB1,P08238,ENSG00000108821,COL1A1,P02452
ENSG00000096384,HSP90AB1,P08238,ENSG00000136937,NCBP1,Q09161
ENSG00000096384,HSP90AB1,P08238,ENSG00000140941,MAP1LC3B,Q9GZQ8
ENSG00000096384,HSP90AB1,P08238,ENSG00000162733,DDR2,Q16832
ENSG00000096384,HSP90AB1,P08238,ENSG00000068078,FGFR3,P22607
ENSG00000096384,HSP90AB1,P08238,ENSG00000076984,MAP2K7,O14733
ENSG00000096384,HSP90AB1,P08238,ENSG00000184216,IRAK1,P51617
ENSG00000096384,HSP90AB1,P08238,ENSG00000118046,STK11,Q15831
ENSG00000096384,HSP90AB1,P08238,ENSG00000285379,RIPK3,Q9Y572
ENSG00000096384,HSP90AB1,P08238,ENSG00000100324,TAB1,Q15750
ENSG00000096384,HSP90AB1,P08238,ENSG00000145362,ANK2,Q01484
ENSG00000096384,HSP90AB1,P08238,ENSG00000139618,BRCA2,P51587
ENSG00000096384,HSP90AB1,P08238,ENSG00000169071,ROR2,Q01974
ENSG00000096384,HSP90AB1,P08238,ENSG00000148660,CAMK2G,Q13555
ENSG00000096384,HSP90AB1,P08238,ENSG00000167657,DAPK3,O43293
ENSG00000096384,HSP90AB1,P08238,ENSG00000104936,DMPK,Q09013
ENSG00000096384,HSP90AB1,P08238,ENSG00000284816,EPHA1,P21709
ENSG00000096384,HSP90AB1,P08238,ENSG00000000938,FGR,P09769
ENSG00000096384,HSP90AB1,P08238,ENSG00000106683,LIMK1,P53667
ENSG00000096384,HSP90AB1,P08238,ENSG00000141503,MINK1,Q8N4C8
ENSG00000096384,HSP90AB1,P08238,ENSG00000137843,PAK6,Q9NQU5
ENSG00000096384,HSP90AB1,P08238,ENSG00000065675,PRKCQ,Q04759
ENSG00000096384,HSP90AB1,P08238,ENSG00000105287,PRKD2,Q9BZL6
ENSG00000096384,HSP90AB1,P08238,ENSG00000071242,RPS6KA2,Q15349
ENSG00000096384,HSP90AB1,P08238,ENSG00000100784,RPS6KA5,O75582
ENSG00000096384,HSP90AB1,P08238,ENSG00000135090,TAOK3,Q9H2K8
ENSG00000096384,HSP90AB1,P08238,ENSG00000135503,ACVR1B,P36896
ENSG00000096384,HSP90AB1,P08238,ENSG00000114739,ACVR2B,Q13705
ENSG00000096384,HSP90AB1,P08238,ENSG00000105146,AURKC,Q9UQB9
ENSG00000096384,HSP90AB1,P08238,ENSG00000141068,KSR1,Q8IVT5
ENSG00000096384,HSP90AB1,P08238,ENSG00000071054,MAP4K4,O95819
ENSG00000096384,HSP90AB1,P08238,ENSG00000166484,MAPK7,Q13164
ENSG00000096384,HSP90AB1,P08238,ENSG00000159899,NPR2,P20594
ENSG00000096384,HSP90AB1,P08238,ENSG00000065243,PKN2,Q16513
ENSG00000096384,HSP90AB1,P08238,ENSG00000118515,SGK1,O00141
ENSG00000096384,HSP90AB1,P08238,ENSG00000104205,SGK3,Q96BR1
ENSG00000096384,HSP90AB1,P08238,ENSG00000096063,SRPK1,Q96SB4
ENSG00000096384,HSP90AB1,P08238,ENSG00000126562,WNK4,Q96J92
ENSG00000096384,HSP90AB1,P08238,ENSG00000213923,CSNK1E,P49674
ENSG00000096384,HSP90AB1,P08238,ENSG00000177602,HASPIN,Q8TF76
ENSG00000096384,HSP90AB1,P08238,ENSG00000176248,ANAPC2,Q9UJX6
ENSG00000096384,HSP90AB1,P08238,ENSG00000072803,FBXW11,Q9UKB1
ENSG00000096384,HSP90AB1,P08238,ENSG00000137309,HMGA1,P17096
ENSG00000096384,HSP90AB1,P08238,ENSG00000125952,MAX,P61244
ENSG00000096384,HSP90AB1,P08238,ENSG00000151623,NR3C2,P08235
ENSG00000096384,HSP90AB1,P08238,ENSG00000057657,PRDM1,O75626
ENSG00000096384,HSP90AB1,P08238,ENSG00000110107,PRPF19,Q9UMS4
ENSG00000096384,HSP90AB1,P08238,ENSG00000143379,SETDB1,Q15047
ENSG00000096384,HSP90AB1,P08238,ENSG00000145604,SKP2,Q13309
ENSG00000096384,HSP90AB1,P08238,ENSG00000109654,TRIM2,Q9C040
ENSG00000096384,HSP90AB1,P08238,ENSG00000281877,RPS6KA1,Q15418
ENSG00000096384,HSP90AB1,P08238,ENSG00000120438,TCP1,P17987
ENSG00000096384,HSP90AB1,P08238,ENSG00000114353,GNAI2,P04899
ENSG00000096384,HSP90AB1,P08238,ENSG00000288299,LDHA,P00338
ENSG00000096384,HSP90AB1,P08238,ENSG00000166508,MCM7,P33993
ENSG00000096384,HSP90AB1,P08238,ENSG00000123358,NR4A1,P22736
ENSG00000096384,HSP90AB1,P08238,ENSG00000103266,STUB1,Q9UNE7
ENSG00000096384,HSP90AB1,P08238,ENSG00000100345,MYH9,P35579
ENSG00000096384,HSP90AB1,P08238,ENSG00000101367,MAPRE1,Q15691
ENSG00000096384,HSP90AB1,P08238,ENSG00000140575,IQGAP1,P46940
ENSG00000096384,HSP90AB1,P08238,ENSG00000269335,IKBKG,Q9Y6K9
ENSG00000096384,HSP90AB1,P08238,ENSG00000109320,NFKB1,P19838
ENSG00000096384,HSP90AB1,P08238,ENSG00000160200,CBS,P35520
ENSG00000096384,HSP90AB1,P08238,ENSG00000158517,NCF1,P14598
ENSG00000096384,HSP90AB1,P08238,ENSG00000136854,STXBP1,P61764
ENSG00000096384,HSP90AB1,P08238,ENSG00000178999,AURKB,Q96GD4
ENSG00000096384,HSP90AB1,P08238,ENSG00000036257,CUL3,Q13618
ENSG00000096384,HSP90AB1,P08238,ENSG00000120885,CLU,P10909
ENSG00000096384,HSP90AB1,P08238,ENSG00000167601,AXL,P30530
ENSG00000096384,HSP90AB1,P08238,ENSG00000070808,CAMK2A,Q9UQM7
ENSG00000096384,HSP90AB1,P08238,ENSG00000171132,PRKCE,Q02156
ENSG00000096384,HSP90AB1,P08238,ENSG00000061938,TNK2,Q07912
ENSG00000096384,HSP90AB1,P08238,ENSG00000177189,RPS6KA3,P51812
ENSG00000096384,HSP90AB1,P08238,ENSG00000001626,CFTR,P13569
ENSG00000096384,HSP90AB1,P08238,ENSG00000104365,IKBKB,O14920
ENSG00000096384,HSP90AB1,P08238,ENSG00000183735,TBK1,Q9UHD2
ENSG00000096384,HSP90AB1,P08238,ENSG00000115415,STAT1,P42224
ENSG00000096384,HSP90AB1,P08238,ENSG00000105639,JAK3,P52333
ENSG00000096384,HSP90AB1,P08238,ENSG00000160867,FGFR4,P22455
ENSG00000096384,HSP90AB1,P08238,ENSG00000101336,HCK,P08631
ENSG00000096384,HSP90AB1,P08238,ENSG00000135341,MAP3K7,O43318
ENSG00000096384,HSP90AB1,P08238,ENSG00000136807,CDK9,P50750
ENSG00000096384,HSP90AB1,P08238,ENSG00000127191,TRAF2,Q12933
ENSG00000096384,HSP90AB1,P08238,ENSG00000275199,AKT3,Q9Y243
ENSG00000096384,HSP90AB1,P08238,ENSG00000158828,PINK1,Q9BXM7
ENSG00000096384,HSP90AB1,P08238,ENSG00000285479,CACNA1C,Q13936
ENSG00000096384,HSP90AB1,P08238,ENSG00000183207,RUVBL2,Q9Y230
ENSG00000096384,HSP90AB1,P08238,ENSG00000115966,ATF2,P15336
ENSG00000096384,HSP90AB1,P08238,ENSG00000058404,CAMK2B,Q13554
ENSG00000096384,HSP90AB1,P08238,ENSG00000145349,CAMK2D,Q13557
ENSG00000096384,HSP90AB1,P08238,ENSG00000110931,CAMKK2,Q96RR4
ENSG00000096384,HSP90AB1,P08238,ENSG00000182511,FES,P07332
ENSG00000096384,HSP90AB1,P08238,ENSG00000197442,MAP3K5,Q99683
ENSG00000096384,HSP90AB1,P08238,ENSG00000113721,PDGFRB,P09619
ENSG00000096384,HSP90AB1,P08238,ENSG00000123143,PKN1,Q16512
ENSG00000096384,HSP90AB1,P08238,ENSG00000162409,PRKAA2,P54646
ENSG00000096384,HSP90AB1,P08238,ENSG00000154229,PRKCA,P17252
ENSG00000096384,HSP90AB1,P08238,ENSG00000163558,PRKCI,P41743
ENSG00000096384,HSP90AB1,P08238,ENSG00000067606,PRKCZ,Q05513
ENSG00000096384,HSP90AB1,P08238,ENSG00000184304,PRKD1,Q15139
ENSG00000096384,HSP90AB1,P08238,ENSG00000182578,CSF1R,P07333
ENSG00000096384,HSP90AB1,P08238,ENSG00000055332,EIF2AK2,P19525
ENSG00000096384,HSP90AB1,P08238,ENSG00000154928,EPHB1,P54762
ENSG00000096384,HSP90AB1,P08238,ENSG00000065361,ERBB3,P21860
ENSG00000096384,HSP90AB1,P08238,ENSG00000153208,MERTK,Q12866
ENSG00000096384,HSP90AB1,P08238,ENSG00000140538,NTRK3,Q16288
ENSG00000096384,HSP90AB1,P08238,ENSG00000166501,PRKCB,P05771
ENSG00000096384,HSP90AB1,P08238,ENSG00000166167,BTRC,Q9Y297
ENSG00000096384,HSP90AB1,P08238,ENSG00000109670,FBXW7,Q969H0
ENSG00000096384,HSP90AB1,P08238,ENSG00000198625,MDM4,O15151
ENSG00000096384,HSP90AB1,P08238,ENSG00000025434,NR1H3,Q13133
ENSG00000096384,HSP90AB1,P08238,ENSG00000144852,NR1I2,O75469
ENSG00000096384,HSP90AB1,P08238,ENSG00000189091,SF3B3,Q15393
ENSG00000096384,HSP90AB1,P08238,ENSG00000072310,SREBF1,P36956
ENSG00000096384,HSP90AB1,P08238,ENSG00000074219,TEAD2,Q15562
ENSG00000096384,HSP90AB1,P08238,ENSG00000118503,TNFAIP3,P21580
ENSG00000096384,HSP90AB1,P08238,ENSG00000119401,TRIM32,Q13049
ENSG00000096384,HSP90AB1,P08238,ENSG00000126456,IRF3,Q14653
ENSG00000096384,HSP90AB1,P08238,ENSG00000082898,XPO1,O14980
ENSG00000096384,HSP90AB1,P08238,ENSG00000067225,PKM,P14618
ENSG00000096384,HSP90AB1,P08238,ENSG00000147604,RPL7,P18124
ENSG00000096384,HSP90AB1,P08238,ENSG00000122406,RPL5,P46777
ENSG00000096384,HSP90AB1,P08238,ENSG00000132356,PRKAA1,Q13131
ENSG00000096384,HSP90AB1,P08238,ENSG00000113558,SKP1,P63208
ENSG00000096384,HSP90AB1,P08238,ENSG00000123908,AGO2,Q9UKV8
ENSG00000096384,HSP90AB1,P08238,ENSG00000167552,TUBA1A,Q71U36
ENSG00000106211,HSPB1,P04792,ENSG00000070831,CDC42,P60953
ENSG00000106211,HSPB1,P04792,ENSG00000136238,RAC1,P63000
ENSG00000106211,HSPB1,P04792,ENSG00000177885,GRB2,P62993
ENSG00000106211,HSPB1,P04792,ENSG00000165280,VCP,P55072
ENSG00000106211,HSPB1,P04792,ENSG00000188906,LRRK2,Q5S007
ENSG00000080824,HSP90AA1,P07900,ENSG00000113312,TTC1,Q99614
ENSG00000080824,HSP90AA1,P07900,ENSG00000137760,ALKBH8,Q96BT7
ENSG00000080824,HSP90AA1,P07900,ENSG00000174744,BRMS1,Q9HCU9
ENSG00000080824,HSP90AA1,P07900,ENSG00000068745,IP6K2,Q9UHH9
ENSG00000080824,HSP90AA1,P07900,ENSG00000170584,NUDCD2,Q8WVJ2
ENSG00000080824,HSP90AA1,P07900,ENSG00000145649,GZMA,P12544
ENSG00000080824,HSP90AA1,P07900,ENSG00000240563,L1TD1,Q5T7N2
ENSG00000080824,HSP90AA1,P07900,ENSG00000168090,COPS6,Q7L5N1
ENSG00000080824,HSP90AA1,P07900,ENSG00000185745,IFIT1,P09914
ENSG00000080824,HSP90AA1,P07900,ENSG00000175324,LSM1,O15116
ENSG00000080824,HSP90AA1,P07900,ENSG00000088356,PDRG1,Q9NUG6
ENSG00000080824,HSP90AA1,P07900,ENSG00000133124,IRS4,O14654
ENSG00000080824,HSP90AA1,P07900,ENSG00000170606,HSPA4,P34932
ENSG00000080824,HSP90AA1,P07900,ENSG00000154174,TOMM70,O94826
ENSG00000080824,HSP90AA1,P07900,ENSG00000182636,NDN,Q99608
ENSG00000080824,HSP90AA1,P07900,ENSG00000060140,STYK1,Q6J9G0
ENSG00000080824,HSP90AA1,P07900,ENSG00000147613,PSKH2,Q96QS6
ENSG00000080824,HSP90AA1,P07900,ENSG00000070759,TESK2,Q96S53
ENSG00000080824,HSP90AA1,P07900,ENSG00000114124,GRK7,Q8WTQ7
ENSG00000080824,HSP90AA1,P07900,ENSG00000169302,STK32A,Q8WU08
ENSG00000080824,HSP90AA1,P07900,ENSG00000281320,DYRK1B,Q9Y463
