chaperone_ensembl,chaperone_gene_name,chaperone_uniprot,interactor_ensembl,interactor_gene_name,interactor_uniprot
ENSG00000166855,CLPX,O76031,ENSG00000051009,FHIP1B,Q8N612
ENSG00000166855,CLPX,O76031,ENSG00000171786,NHLH1,Q02575
ENSG00000166855,CLPX,O76031,ENSG00000113369,ARRDC3,Q96B67
ENSG00000166855,CLPX,O76031,ENSG00000149657,LSM14B,Q9BX40
ENSG00000166855,CLPX,O76031,ENSG00000171763,AFG2B,Q9BVQ7
ENSG00000166855,CLPX,O76031,ENSG00000180720,CHRM4,P08173
ENSG00000166855,CLPX,O76031,ENSG00000105722,ERF,P50548
ENSG00000166855,CLPX,O76031,ENSG00000196660,SLC30A10,Q6XR72
ENSG00000166855,CLPX,O76031,ENSG00000110446,SLC15A3,Q8IY34
ENSG00000109519,GRPEL1,Q9HAV7,ENSG00000160691,SHC1,P29353
ENSG00000115541,HSPE1,P61604,ENSG00000159023,EPB41,P11171
ENSG00000115541,HSPE1,P61604,ENSG00000263528,IKBKE,Q14164
ENSG00000115541,HSPE1,P61604,ENSG00000138081,FBXO11,Q86XK2
ENSG00000115541,HSPE1,P61604,ENSG00000072506,HSD17B10,Q99714
ENSG00000115541,HSPE1,P61604,ENSG00000069869,NEDD4,P46934
ENSG00000115541,HSPE1,P61604,ENSG00000135341,MAP3K7,O43318
ENSG00000115541,HSPE1,P61604,ENSG00000104375,STK3,Q13188
ENSG00000115541,HSPE1,P61604,ENSG00000115966,ATF2,P15336
ENSG00000166855,CLPX,O76031,ENSG00000171953,ATPAF2,Q8N5M1
ENSG00000166855,CLPX,O76031,ENSG00000292076,TRIM43,Q96BQ3
ENSG00000166855,CLPX,O76031,ENSG00000166509,CLEC3A,O75596
ENSG00000166855,CLPX,O76031,ENSG00000133028,SCO1,O75880
ENSG00000166855,CLPX,O76031,ENSG00000105829,BET1,O15155
ENSG00000166855,CLPX,O76031,ENSG00000171103,TRMT61B,Q9BVS5
ENSG00000166855,CLPX,O76031,ENSG00000259431,THTPA,Q9BU02
ENSG00000166855,CLPX,O76031,ENSG00000156599,ZDHHC5,Q9C0B5
ENSG00000166855,CLPX,O76031,ENSG00000172840,PDP2,Q9P2J9
ENSG00000166855,CLPX,O76031,ENSG00000129911,KLF16,Q9BXK1
ENSG00000166855,CLPX,O76031,ENSG00000110074,FOXRED1,Q96CU9
ENSG00000166855,CLPX,O76031,ENSG00000135677,GNS,P15586
ENSG00000166855,CLPX,O76031,ENSG00000130348,QRSL1,Q9H0R6
ENSG00000166855,CLPX,O76031,ENSG00000139131,YARS2,Q9Y2Z4
ENSG00000166855,CLPX,O76031,ENSG00000105928,GSDME,O60443
ENSG00000166855,CLPX,O76031,ENSG00000145375,AFG2A,Q8NB90
ENSG00000166855,CLPX,O76031,ENSG00000118246,FASTKD2,Q9NYY8
ENSG00000166855,CLPX,O76031,ENSG00000139160,ETFBKMT,Q8IXQ9
ENSG00000166855,CLPX,O76031,ENSG00000143198,MGST3,O14880
ENSG00000166855,CLPX,O76031,ENSG00000100216,TOMM22,Q9NS69
ENSG00000166855,CLPX,O76031,ENSG00000184903,IMMP2L,Q96T52
ENSG00000166855,CLPX,O76031,ENSG00000102349,KLF8,O95600
ENSG00000166855,CLPX,O76031,ENSG00000250479,CHCHD10,Q8WYQ3
ENSG00000166855,CLPX,O76031,ENSG00000122687,MRM2,Q9UI43
ENSG00000166855,CLPX,O76031,ENSG00000242110,AMACR,Q9UHK6
ENSG00000166855,CLPX,O76031,ENSG00000180185,FAHD1,Q6P587
ENSG00000166855,CLPX,O76031,ENSG00000105707,HPN,P05981
ENSG00000166855,CLPX,O76031,ENSG00000131238,PPT1,P50897
ENSG00000166855,CLPX,O76031,ENSG00000136270,TBRG4,Q969Z0
ENSG00000166855,CLPX,O76031,ENSG00000164252,AGGF1,Q8N302
ENSG00000166855,CLPX,O76031,ENSG00000169021,UQCRFS1,P47985
ENSG00000109519,GRPEL1,Q9HAV7,ENSG00000137154,RPS6,P62753
ENSG00000115541,HSPE1,P61604,ENSG00000166333,ILK,Q13418
ENSG00000115541,HSPE1,P61604,ENSG00000001626,CFTR,P13569
ENSG00000115541,HSPE1,P61604,ENSG00000156508,EEF1A1,P68104
ENSG00000166855,CLPX,O76031,ENSG00000164898,FMC1,Q96HJ9
ENSG00000166855,CLPX,O76031,ENSG00000274768,CISD3,P0C7P0
ENSG00000166855,CLPX,O76031,ENSG00000123595,RAB9A,P51151
ENSG00000166855,CLPX,O76031,ENSG00000131143,COX4I1,P13073
ENSG00000166855,CLPX,O76031,ENSG00000152256,PDK1,Q15118
ENSG00000166855,CLPX,O76031,ENSG00000123064,DDX54,Q8TDD1
ENSG00000166855,CLPX,O76031,ENSG00000162496,DHRS3,O75911
ENSG00000166855,CLPX,O76031,ENSG00000166579,NDEL1,Q9GZM8
ENSG00000166855,CLPX,O76031,ENSG00000116747,RO60,P10155
ENSG00000166855,CLPX,O76031,ENSG00000156502,SUPV3L1,Q8IYB8
ENSG00000166855,CLPX,O76031,ENSG00000089163,SIRT4,Q9Y6E7
ENSG00000166855,CLPX,O76031,ENSG00000125656,CLPP,Q16740
ENSG00000166855,CLPX,O76031,ENSG00000167112,TRUB2,O95900
ENSG00000166855,CLPX,O76031,ENSG00000106153,CHCHD2,Q9Y6H1
ENSG00000166855,CLPX,O76031,ENSG00000110871,COQ5,Q5HYK3
ENSG00000166855,CLPX,O76031,ENSG00000088682,COQ9,O75208
ENSG00000166855,CLPX,O76031,ENSG00000198754,OXCT2,Q9BYC2
ENSG00000166855,CLPX,O76031,ENSG00000119723,COQ6,Q9Y2Z9
ENSG00000166855,CLPX,O76031,ENSG00000280548,FBL,P22087
ENSG00000166855,CLPX,O76031,ENSG00000158290,CUL4B,Q13620
ENSG00000166855,CLPX,O76031,ENSG00000072803,FBXW11,Q9UKB1
ENSG00000166855,CLPX,O76031,ENSG00000066926,FECH,P22830
ENSG00000166855,CLPX,O76031,ENSG00000110367,DDX6,P26196
ENSG00000109519,GRPEL1,Q9HAV7,ENSG00000134086,VHL,P40337
ENSG00000109519,GRPEL1,Q9HAV7,ENSG00000129084,PSMA1,P25786
ENSG00000109519,GRPEL1,Q9HAV7,ENSG00000140992,PDPK1,O15530
ENSG00000109846,CRYAB,P02511,ENSG00000244752,CRYBB2,P43320
ENSG00000115541,HSPE1,P61604,ENSG00000057663,ATG5,Q9H1Y0
ENSG00000115541,HSPE1,P61604,ENSG00000178568,ERBB4,Q15303
ENSG00000166855,CLPX,O76031,ENSG00000069956,MAPK6,Q16659
ENSG00000166855,CLPX,O76031,ENSG00000117118,SDHB,P21912
ENSG00000166855,CLPX,O76031,ENSG00000081177,EXD2,Q9NVH0
ENSG00000166855,CLPX,O76031,ENSG00000213619,NDUFS3,O75489
ENSG00000166855,CLPX,O76031,ENSG00000123815,COQ8B,Q96D53
ENSG00000166855,CLPX,O76031,ENSG00000103966,EHD4,Q9H223
ENSG00000166855,CLPX,O76031,ENSG00000165732,DDX21,Q9NR30
ENSG00000166855,CLPX,O76031,ENSG00000144021,CIAO1,O76071
ENSG00000166855,CLPX,O76031,ENSG00000101084,RAB5IF,Q9BUV8
ENSG00000166855,CLPX,O76031,ENSG00000110536,PTPMT1,Q8WUK0
ENSG00000166855,CLPX,O76031,ENSG00000163050,COQ8A,Q8NI60
ENSG00000166855,CLPX,O76031,ENSG00000156709,AIFM1,O95831
ENSG00000166855,CLPX,O76031,ENSG00000175756,AURKAIP1,Q9NWT8
ENSG00000166855,CLPX,O76031,ENSG00000105393,BABAM1,Q9NWV8
ENSG00000166855,CLPX,O76031,ENSG00000198121,LPAR1,Q92633
ENSG00000115541,HSPE1,P61604,ENSG00000155657,TTN,Q8WZ42
ENSG00000166855,CLPX,O76031,ENSG00000102804,TSC22D1,Q15714
ENSG00000166855,CLPX,O76031,ENSG00000152234,ATP5F1A,P25705
ENSG00000166855,CLPX,O76031,ENSG00000055130,CUL1,Q13616
ENSG00000166855,CLPX,O76031,ENSG00000145907,G3BP1,Q13283
ENSG00000166855,CLPX,O76031,ENSG00000166167,BTRC,Q9Y297
ENSG00000166855,CLPX,O76031,ENSG00000167862,MRPL58,Q14197
ENSG00000109519,GRPEL1,Q9HAV7,ENSG00000188906,LRRK2,Q5S007
ENSG00000166855,CLPX,O76031,ENSG00000291470,PTP4A3,O75365
ENSG00000166855,CLPX,O76031,ENSG00000160789,LMNA,P02545
ENSG00000166855,CLPX,O76031,ENSG00000183072,NKX2-5,P52952
ENSG00000166855,CLPX,O76031,ENSG00000111276,CDKN1B,P46527
ENSG00000115541,HSPE1,P61604,ENSG00000134086,VHL,P40337
ENSG00000115541,HSPE1,P61604,ENSG00000175104,TRAF6,Q9Y4K3
ENSG00000166855,CLPX,O76031,ENSG00000001626,CFTR,P13569
ENSG00000115541,HSPE1,P61604,ENSG00000142168,SOD1,P00441
ENSG00000115541,HSPE1,P61604,ENSG00000136238,RAC1,P63000
ENSG00000115541,HSPE1,P61604,ENSG00000165280,VCP,P55072
ENSG00000126602,TRAP1,Q12931,ENSG00000124279,FASTKD3,Q14CZ7
ENSG00000126602,TRAP1,Q12931,ENSG00000158863,FHIP2B,Q86V87
ENSG00000126602,TRAP1,Q12931,ENSG00000133065,SLC41A1,Q8IVJ1
ENSG00000126602,TRAP1,Q12931,ENSG00000062096,ARSF,P54793
ENSG00000126602,TRAP1,Q12931,ENSG00000083838,ZNF446,Q9NWS9
ENSG00000126602,TRAP1,Q12931,ENSG00000155393,HEATR3,Q7Z4Q2
ENSG00000126602,TRAP1,Q12931,ENSG00000157916,RER1,O15258
ENSG00000126602,TRAP1,Q12931,ENSG00000165046,LETM2,Q2VYF4
ENSG00000126602,TRAP1,Q12931,ENSG00000168065,SLC22A11,Q9NSA0
ENSG00000126602,TRAP1,Q12931,ENSG00000149591,TAGLN,Q01995
ENSG00000126602,TRAP1,Q12931,ENSG00000182636,NDN,Q99608
ENSG00000126602,TRAP1,Q12931,ENSG00000285182,FNBP4,Q8N3X1
ENSG00000126602,TRAP1,Q12931,ENSG00000122786,CALD1,Q05682
ENSG00000126602,TRAP1,Q12931,ENSG00000139684,ESD,P10768
ENSG00000126602,TRAP1,Q12931,ENSG00000171763,AFG2B,Q9BVQ7
ENSG00000126602,TRAP1,Q12931,ENSG00000256453,DND1,Q8IYX4
ENSG00000126602,TRAP1,Q12931,ENSG00000007923,DNAJC11,Q9NVH1
ENSG00000126602,TRAP1,Q12931,ENSG00000160208,RRP1B,Q14684
ENSG00000126602,TRAP1,Q12931,ENSG00000173085,COQ2,Q96H96
ENSG00000126602,TRAP1,Q12931,ENSG00000188822,CNR2,P34972
ENSG00000126602,TRAP1,Q12931,ENSG00000145949,MYLK4,Q86YV6
ENSG00000126602,TRAP1,Q12931,ENSG00000119953,SMNDC1,O75940
ENSG00000115541,HSPE1,P61604,ENSG00000097007,ABL1,P00519
ENSG00000126602,TRAP1,Q12931,ENSG00000089163,SIRT4,Q9Y6E7
ENSG00000126602,TRAP1,Q12931,ENSG00000173868,PHOSPHO1,Q8TCT1
ENSG00000126602,TRAP1,Q12931,ENSG00000088682,COQ9,O75208
ENSG00000126602,TRAP1,Q12931,ENSG00000164898,FMC1,Q96HJ9
ENSG00000126602,TRAP1,Q12931,ENSG00000189043,NDUFA4,O00483
ENSG00000126602,TRAP1,Q12931,ENSG00000125741,OPA3,Q9H6K4
ENSG00000126602,TRAP1,Q12931,ENSG00000119689,DLST,P36957
ENSG00000126602,TRAP1,Q12931,ENSG00000131828,PDHA1,P08559
ENSG00000126602,TRAP1,Q12931,ENSG00000057252,SOAT1,P35610
ENSG00000126602,TRAP1,Q12931,ENSG00000014919,COX15,Q7KZN9
ENSG00000126602,TRAP1,Q12931,ENSG00000274768,CISD3,P0C7P0
ENSG00000126602,TRAP1,Q12931,ENSG00000102362,SYTL4,Q96C24
ENSG00000126602,TRAP1,Q12931,ENSG00000171522,PTGER4,P35408
ENSG00000126602,TRAP1,Q12931,ENSG00000204104,TRAF3IP1,Q8TDR0
ENSG00000126602,TRAP1,Q12931,ENSG00000139112,GABARAPL1,Q9H0R8
ENSG00000126602,TRAP1,Q12931,ENSG00000034713,GABARAPL2,P60520
ENSG00000126602,TRAP1,Q12931,ENSG00000123576,ESX1,Q8N693
ENSG00000126602,TRAP1,Q12931,ENSG00000111641,NOP2,P46087
ENSG00000126602,TRAP1,Q12931,ENSG00000092621,PHGDH,O43175
ENSG00000126602,TRAP1,Q12931,ENSG00000197283,SYNGAP1,Q96PV0
ENSG00000126602,TRAP1,Q12931,ENSG00000131016,AKAP12,Q02952
ENSG00000126602,TRAP1,Q12931,ENSG00000090013,BLVRB,P30043
ENSG00000126602,TRAP1,Q12931,ENSG00000130707,ASS1,P00966
ENSG00000126602,TRAP1,Q12931,ENSG00000156502,SUPV3L1,Q8IYB8
ENSG00000126602,TRAP1,Q12931,ENSG00000162692,VCAM1,P19320
ENSG00000126602,TRAP1,Q12931,ENSG00000100678,SLC8A3,P57103
ENSG00000126602,TRAP1,Q12931,ENSG00000142655,PEX14,O75381
ENSG00000126602,TRAP1,Q12931,ENSG00000087074,PPP1R15A,O75807
ENSG00000126602,TRAP1,Q12931,ENSG00000276787,FAN1,Q9Y2M0
ENSG00000126602,TRAP1,Q12931,ENSG00000068796,KIF2A,O00139
ENSG00000126602,TRAP1,Q12931,ENSG00000167770,OTUB1,Q96FW1
ENSG00000126602,TRAP1,Q12931,ENSG00000010244,ZNF207,O43670
ENSG00000126602,TRAP1,Q12931,ENSG00000158417,EIF5B,O60841
ENSG00000126602,TRAP1,Q12931,ENSG00000085719,CPNE3,O75131
ENSG00000126602,TRAP1,Q12931,ENSG00000062485,CS,O75390
ENSG00000126602,TRAP1,Q12931,ENSG00000126698,DNAJC8,O75937
ENSG00000126602,TRAP1,Q12931,ENSG00000127884,ECHS1,P30084
ENSG00000126602,TRAP1,Q12931,ENSG00000095380,NANS,Q9NR45
ENSG00000126602,TRAP1,Q12931,ENSG00000143536,CRNN,Q9UBG3
ENSG00000126602,TRAP1,Q12931,ENSG00000167881,SRP68,Q9UHB9
ENSG00000126602,TRAP1,Q12931,ENSG00000102024,PLS3,P13797
ENSG00000126602,TRAP1,Q12931,ENSG00000180871,CXCR2,P25025
ENSG00000126602,TRAP1,Q12931,ENSG00000110536,PTPMT1,Q8WUK0
ENSG00000126602,TRAP1,Q12931,ENSG00000213619,NDUFS3,O75489
ENSG00000126602,TRAP1,Q12931,ENSG00000104689,TNFRSF10A,O00220
ENSG00000126602,TRAP1,Q12931,ENSG00000107077,KDM4C,Q9H3R0
ENSG00000126602,TRAP1,Q12931,ENSG00000114416,FXR1,P51114
ENSG00000126602,TRAP1,Q12931,ENSG00000101460,MAP1LC3A,Q9H492
ENSG00000126602,TRAP1,Q12931,ENSG00000037280,FLT4,P35916
ENSG00000126602,TRAP1,Q12931,ENSG00000170296,GABARAP,O95166
ENSG00000126602,TRAP1,Q12931,ENSG00000143549,TPM3,P06753
ENSG00000126602,TRAP1,Q12931,ENSG00000130779,CLIP1,P30622
ENSG00000126602,TRAP1,Q12931,ENSG00000110367,DDX6,P26196
ENSG00000126602,TRAP1,Q12931,ENSG00000165732,DDX21,Q9NR30
ENSG00000126602,TRAP1,Q12931,ENSG00000096401,CDC5L,Q99459
ENSG00000166855,CLPX,O76031,ENSG00000137193,PIM1,P11309
ENSG00000126602,TRAP1,Q12931,ENSG00000099875,MKNK2,Q9HBH9
ENSG00000126602,TRAP1,Q12931,ENSG00000177606,JUN,P05412
ENSG00000126602,TRAP1,Q12931,ENSG00000118680,MYL12B,O14950
ENSG00000126602,TRAP1,Q12931,ENSG00000100504,PYGL,P06737
ENSG00000126602,TRAP1,Q12931,ENSG00000182054,IDH2,P48735
ENSG00000126602,TRAP1,Q12931,ENSG00000262814,MRPL12,P52815
ENSG00000126602,TRAP1,Q12931,ENSG00000197157,SND1,Q7KZF4
ENSG00000126602,TRAP1,Q12931,ENSG00000170515,PA2G4,Q9UQ80
ENSG00000126602,TRAP1,Q12931,ENSG00000213585,VDAC1,P21796
ENSG00000126602,TRAP1,Q12931,ENSG00000091140,DLD,P09622
ENSG00000126602,TRAP1,Q12931,ENSG00000145388,METTL14,Q9HCE5
ENSG00000126602,TRAP1,Q12931,ENSG00000140941,MAP1LC3B,Q9GZQ8
ENSG00000126602,TRAP1,Q12931,ENSG00000167601,AXL,P30530
ENSG00000126602,TRAP1,Q12931,ENSG00000102755,FLT1,P17948
ENSG00000126602,TRAP1,Q12931,ENSG00000100097,LGALS1,P09382
ENSG00000126602,TRAP1,Q12931,ENSG00000135446,CDK4,P11802
ENSG00000126602,TRAP1,Q12931,ENSG00000142875,PRKACB,P22694
ENSG00000126602,TRAP1,Q12931,ENSG00000100603,SNW1,Q13573
ENSG00000166855,CLPX,O76031,ENSG00000188906,LRRK2,Q5S007
ENSG00000166855,CLPX,O76031,ENSG00000177885,GRB2,P62993
ENSG00000126602,TRAP1,Q12931,ENSG00000099942,CRKL,P46109
ENSG00000126602,TRAP1,Q12931,ENSG00000105220,GPI,P06744
ENSG00000126602,TRAP1,Q12931,ENSG00000125870,SNRPB2,P08579
ENSG00000126602,TRAP1,Q12931,ENSG00000164111,ANXA5,P08758
ENSG00000126602,TRAP1,Q12931,ENSG00000183431,SF3A3,Q12874
ENSG00000126602,TRAP1,Q12931,ENSG00000164022,AIMP1,Q12904
ENSG00000126602,TRAP1,Q12931,ENSG00000099995,SF3A1,Q15459
ENSG00000126602,TRAP1,Q12931,ENSG00000111605,CPSF6,Q16630
ENSG00000126602,TRAP1,Q12931,ENSG00000167004,PDIA3,P30101
ENSG00000126602,TRAP1,Q12931,ENSG00000072506,HSD17B10,Q99714
ENSG00000126602,TRAP1,Q12931,ENSG00000188486,H2AX,P16104
ENSG00000126602,TRAP1,Q12931,ENSG00000067606,PRKCZ,Q05513
ENSG00000126602,TRAP1,Q12931,ENSG00000115310,RTN4,Q9NQC3
ENSG00000126602,TRAP1,Q12931,ENSG00000136807,CDK9,P50750
ENSG00000126602,TRAP1,Q12931,ENSG00000109320,NFKB1,P19838
ENSG00000126602,TRAP1,Q12931,ENSG00000160200,CBS,P35520
ENSG00000126602,TRAP1,Q12931,ENSG00000184304,PRKD1,Q15139
ENSG00000126602,TRAP1,Q12931,ENSG00000122025,FLT3,P36888
ENSG00000126602,TRAP1,Q12931,ENSG00000136997,MYC,P01106
ENSG00000126602,TRAP1,Q12931,ENSG00000135341,MAP3K7,O43318
ENSG00000126602,TRAP1,Q12931,ENSG00000197102,DYNC1H1,Q14204
ENSG00000126602,TRAP1,Q12931,ENSG00000100345,MYH9,P35579
ENSG00000126602,TRAP1,Q12931,ENSG00000134982,APC,P25054
ENSG00000126602,TRAP1,Q12931,ENSG00000001626,CFTR,P13569
ENSG00000126602,TRAP1,Q12931,ENSG00000096060,FKBP5,Q13451
ENSG00000126602,TRAP1,Q12931,ENSG00000164885,CDK5,Q00535
ENSG00000126602,TRAP1,Q12931,ENSG00000164924,YWHAZ,P63104
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000115616,SLC9A2,Q9UBY0
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000169271,HSPB3,Q12988
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000282891,STATH,P02808
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000100994,PYGB,P11216
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000089693,MLF2,Q15773
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000247315,ZCCHC3,Q9NUD5
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000185915,KLHL34,Q8N239
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000004776,HSPB6,O14558
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000170276,HSPB2,Q16082
ENSG00000126602,TRAP1,Q12931,ENSG00000007372,PAX6,P26367
ENSG00000126602,TRAP1,Q12931,ENSG00000177889,UBE2N,P61088
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000102763,VWA8,A3KMH1
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000144021,CIAO1,O76071
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000168530,MYL1,P05976
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000068976,PYGM,P11217
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000110723,EXPH5,Q8NEV8
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000152954,NRSN1,Q8IZ57
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000170500,LONRF2,Q1L5Z9
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000180921,FAM83H,Q6ZRV2
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000169629,RGPD8,O14715
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000163344,PMVK,Q15126
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000205517,RGL3,Q3MIN7
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000122741,DCAF10,Q5QP82
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000128607,KLHDC10,Q6PID8
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000171877,FRMD5,Q7Z6J6
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000164818,DNAAF5,Q86Y56
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000140848,CPNE2,Q96FN4
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000144645,OSBPL10,Q9BXB5
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000161204,ABCF3,Q9NUQ8
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000167202,TBC1D2B,Q9UPU7
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000288283,RFX1,P22670
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000240303,ACAD11,Q709F0
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000198467,TPM2,P07951
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000109061,MYH1,P12882
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000133020,MYH8,P13535
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000102226,USP11,P51784
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000276021,WDR81,Q562E7
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000180209,MYL11,Q96A32
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000112874,NUDT12,Q9BQG2
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000264424,MYH4,Q9Y623
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000140153,WDR20,Q8TBZ3
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000116127,ALMS1,Q8TCU4
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000115112,TFCP2L1,Q9NZI6
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000005801,ZNF195,O14628
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000249115,HAUS5,O94927
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000117036,ETV3,P41162
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000198265,HELZ,P42694
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000105722,ERF,P50548
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000178053,MLF1,P58340
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000174791,RIN1,Q13671
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000007202,BLTP2,Q14667
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000166886,NAB2,Q15742
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000160445,ZER1,Q7Z7L7
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000139719,VPS33A,Q96AX1
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000103067,ESRP2,Q9H6T0
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000023516,AKAP11,Q9UKA4
ENSG00000109519,GRPEL1,Q9HAV7,ENSG00000234745,HLA-B,P01889
ENSG00000109846,CRYAB,P02511,ENSG00000179363,TMEM31,Q5JXX7
ENSG00000109846,CRYAB,P02511,ENSG00000205978,NYNRIN,Q9P2P1
ENSG00000109846,CRYAB,P02511,ENSG00000285011,CRYGC,P07315
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000105679,GAPDHS,O14556
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000143549,TPM3,P06753
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000109063,MYH3,P11055
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000108515,ENO3,P13929
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000145703,IQGAP2,Q13576
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000077232,DNAJC10,Q8IXB1
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000125414,MYH2,Q9UKX2
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000011243,AKAP8L,Q9ULX6
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000080845,DLGAP4,Q9Y2H0
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000152484,USP12,O75317
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000101210,EEF1A2,Q05639
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000104728,ARHGEF10,O15013
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000138246,DNAJC13,O75165
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000198218,QRICH1,Q2TAL8
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000196155,PLEKHG4,Q58EX7
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000197256,KANK2,Q63ZY3
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000115464,USP34,Q70CQ2
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000127586,CHTF18,Q8WVB6
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000120318,ARAP3,Q8WWN8
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000148411,NACC2,Q96BF6
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000160949,TONSL,Q96HA7
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000015568,RGPD5,Q99666
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000167671,UBXN6,Q9BZV1
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000215305,VPS16,Q9H269
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000151748,SAV1,Q9H4B6
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000196923,PDLIM7,Q9NR12
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000130751,NPAS1,Q99742
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000174943,KCTD13,Q8WZ19
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000148396,SEC16A,O15027
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000151929,BAG3,O95817
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000100504,PYGL,P06737
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000197616,MYH6,P13533
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000131711,MAP1B,P46821
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000102119,EMD,P50402
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000164828,SUN1,O94901
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000141568,FOXK2,Q01167
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000120875,DUSP4,Q13115
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000144711,IQSEC1,Q6DN90
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000129667,RHBDF2,Q6PJF5
ENSG00000152137,HSPB8,Q9UJY1,ENSG00000128159,TUBGCP6,Q96RT7
